text,popularity,meaning1,meaning2
delle operazioni,202175,"contraction of di le; of the, from the",plural of operazione
di nome,202159,"used to indicate possession, after the thing owned and before the owner; of; ’s",name
alla testa,202088,"contraction of a + la; to the, at the",head
la visione,202078,the,vision (all senses)
questo periodo,202023,"this, these","period, time, span, run"
è del,202007,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation","contraction of di + il; some, of the, from the"
è diventato,201980,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation",past participle of diventare
del marito,201921,"contraction of di + il; some, of the, from the",husband
quando ti,201864,when,The name of the Latin script letter T/t.; tee
ci aveva,201816,The name of the Latin script letter C/c.; cee,third-person singular imperfect indicative of avere
ha più,201803,third-person singular present indicative of avere and (obsolete) havere,comparative degree of molto; more
sotto un,201771,"under, beneath, underneath","apocopic form of uno: a, an"
insieme al,201743,together,"contraction of a + il, literally “to the, at the”"
prendere in,201732,"to take, hold, pick up, get",in
oggi è,201729,today,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation"
e andò,201651,"The fifth letter of the Italian alphabet, called e and written in the Latin script.",third-person singular past historic of andare
nelle loro,201628,contraction of in le; in the,"they, them"
l' orologio,201587,"apocopic form of il/lo, la: the","clock, watch (timekeeping instruments)"
i diversi,201578,"The ninth letter of the Italian alphabet, called i and written in the Latin script.",feminine plural of diverso
di assistenza,201573,"used to indicate possession, after the thing owned and before the owner; of; ’s",assistance
contro gli,201454,against,"form of the article i (“the”) used before a vowel, impure s, gn, pn, ps, sc, x, y, and z, and also with the plural noun dei (“gods”); the"
luce della,201447,light (visible electromagnetic wave; electrical device providing light),"contraction of di la; of the, from the"
una figura,201443,feminine singular of uno,figure (all senses)
da casa,201230,from (all senses),house
di qualcuno,201218,"used to indicate possession, after the thing owned and before the owner; of; ’s","someone, somebody"
sapeva di,201179,third-person singular imperfect indicative of sapere,"used to indicate possession, after the thing owned and before the owner; of; ’s"
il massimo,201159,the,maximum
più del,201149,comparative degree of molto; more,"contraction of di + il; some, of the, from the"
di ordine,201072,"used to indicate possession, after the thing owned and before the owner; of; ’s","order (command, instruction)"
l' autorizzazione,201064,"apocopic form of il/lo, la: the","authorization, permission"
un albero,201030,"apocopic form of uno: a, an",tree (all senses)
di sorveglianza,200992,"used to indicate possession, after the thing owned and before the owner; of; ’s",supervision
altre persone,200941,feminine plural of altro,plural of persona
momento del,200888,moment,"contraction of di + il; some, of the, from the"
Consiglio dei,200827,"advice, counsel","contraction of di + i; of the, from the"
anni che,200777,plural of anno,what; which
a diventare,200728,"The first letter of the Italian alphabet, called a and written in the Latin script.","to become (rich, dry, a doctor, etc.), to go (crazy, etc.), to turn (red, blue, etc.)"
cui lo,200689,"prepositional of che: whom, which","the form of il that is used before the so-called impure consonants, that is, s+consonant (impure s), gn, pn, ps, x, y, or z, and before i+vocal, bd, cn, ct, dm, ft, mn, pt, tm and also ts; before a vowel it becomes l'; the"
cinque minuti,200656,five,masculine plural of minuto
dentro il,200646,inside; indoors,the
e prese,200613,"The fifth letter of the Italian alphabet, called e and written in the Latin script.",feminine plural of preso
di rendere,200602,"used to indicate possession, after the thing owned and before the owner; of; ’s","to give back, to return"
termine per,200577,"end, close",for
non inferiore,200528,not,inferior
momento non,200517,moment,not
disse lei,200492,third-person singular past historic of dire,she
due mesi,200489,two,plural of mese
si fanno,200473,"oneself, himself, herself, itself, themselves",third-person plural present indicative of fare
atti del,200464,plural of atto,"contraction of di + il; some, of the, from the"
una breve,200407,feminine singular of uno,"brief, short"
in pieno,200355,in,full
se fossero,200350,abbreviation of sudest; southeast,third-person plural imperfect subjunctive of essere
le fece,200316,the,third-person singular past historic of fare
la malattia,200244,the,"illness, sickness, disease, ailment"
ha scritto,200234,third-person singular present indicative of avere and (obsolete) havere,past participle of scrivere
un segno,200165,"apocopic form of uno: a, an",sign
della proprietà,200091,"contraction of di la; of the, from the","ownership, proprietorship, property"
caso il,200063,"chance, fate",the
sul lavoro,199868,contraction of su + il: on the,work (all senses)
due settimane,199862,two,plural of settimana
abbiamo già,199844,inflection of avere:,"already, yet"
la tradizione,199844,the,"tradition, custom, use, heritage"
con ogni,199822,"with, together","each, every"
di partecipazione,199821,"used to indicate possession, after the thing owned and before the owner; of; ’s",participation
dicono che,199814,third-person plural present indicative of dire,what; which
il passato,199710,the,past participle of passare
e servizi,199661,"The fifth letter of the Italian alphabet, called e and written in the Latin script.",plural of servizio
si legge,199645,"oneself, himself, herself, itself, themselves",law
come te,199553,how,"you, thee"
del prodotto,199540,"contraction of di + il; some, of the, from the","extensive, protracted"
avrei voluto,199534,first-person singular conditional of avere,"deliberate, intentional"
dei processi,199516,"contraction of di + i; of the, from the",plural of processo
tecniche di,199486,feminine plural of tecnico,"used to indicate possession, after the thing owned and before the owner; of; ’s"
l' incontro,199465,"apocopic form of il/lo, la: the",towards
me stessa,199444,me,feminine singular of stesso
aveva messo,199434,third-person singular imperfect indicative of avere,messenger
se stesse,199396,abbreviation of sudest; southeast,feminine plural of stesso
poi lo,199392,then,"the form of il that is used before the so-called impure consonants, that is, s+consonant (impure s), gn, pn, ps, x, y, or z, and before i+vocal, bd, cn, ct, dm, ft, mn, pt, tm and also ts; before a vowel it becomes l'; the"
di crescita,199378,"used to indicate possession, after the thing owned and before the owner; of; ’s",growth
le indagini,199349,the,plural of indagine
quella mattina,199308,feminine singular of quello,morning
della lingua,199269,"contraction of di la; of the, from the",tongue
modi di,199180,plural of modo,"used to indicate possession, after the thing owned and before the owner; of; ’s"
è rimasto,199143,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation",past participle of rimanere
forse per,199137,"maybe, perhaps, possibly, may, might",for
solo da,199075,"alone, by oneself, unattended, unaccompanied, lonely, lone, lonesome",from (all senses)
a rispondere,198880,"The first letter of the Italian alphabet, called a and written in the Latin script.","to answer, to reply, to respond [with a ‘to’]"
di agire,198860,"used to indicate possession, after the thing owned and before the owner; of; ’s",to act or operate
aveva più,198820,third-person singular imperfect indicative of avere,comparative degree of molto; more
alto e,198812,"high, tall","The fifth letter of the Italian alphabet, called e and written in the Latin script."
regno di,198774,kingdom (all senses),"used to indicate possession, after the thing owned and before the owner; of; ’s"
se lei,198756,abbreviation of sudest; southeast,she
ben più,198745,apocopic form of bene,comparative degree of molto; more
al petto,198745,"contraction of a + il, literally “to the, at the”",chest (anatomical)
