text,popularity,meaning1,meaning2
doch eine,650700,yes; surely; really; on the contrary,nominative/accusative feminine singular of ein
die Bestimmung,650563,nominative/accusative singular feminine of der,determination (act of determining or measuring)
im Westen,650503,"initialism of Inoffizieller Mitarbeiter / Inoffizielle Mitarbeiterin (“unofficial collaborator”), an informant in the German Democratic Republic who delivered private information to the Stasi.",west
bezogen auf,650344,past participle of beziehen,"[with dative] on, upon (positioned at the top of)"
Mund und,650103,mouth of a person,and
langer Zeit,650074,inflection of lang:,time (as a concept)
und jeder,649875,and,each
die diese,649463,nominative/accusative singular feminine of der,"nominative feminine singular of dieser; ""this"""
allein in,649398,alone,"[with dative] in, inside, within, at (inside a building)"
der Männer,649148,"nominative masculine singular definite article, the",nominative/accusative/genitive plural of Mann
war ganz,648846,first-person singular preterite of sein: was,"entire, whole, complete"
ihrem Leben,648683,"dative masculine/neuter singular of ihr: her, its, their (referring to a masculine or neuter object in the dative case)","to live, to be alive"
man an,648602,"one, you, they (indefinite pronoun, referring to people at large; construed as a third-person singular)","on, upon, at, in, against"
einem Jahr,648490,dative masculine/neuter singular of ein,"year (solar year, the time it takes the Earth to complete one orbit of the Sun)"
die Schüler,648418,nominative/accusative singular feminine of der,"pupil, student, schoolboy (male or of unspecified gender)"
antwortete er,648157,inflection of antworten:,he
um dem,648109,about,dative masculine/neuter singular of der: the
und danach,648054,and,"after it, after that; thereafter (formal), afterwards"
und schüttelte,648027,and,inflection of schütteln:
sich keine,648010,"Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)",feminine nominative/accusative of kein
nie mehr,647942,"never, never at all (referring to an indefinite period of time)",something more
von hinten,647927,from,behind; in the back
der Analyse,647754,"nominative masculine singular definite article, the",analysis
er weiß,647667,he,white
ganz genau,647577,"entire, whole, complete",exact
wird dann,647555,third-person singular present of werden,"then, after that"
Höhe des,647426,"height, altitude",genitive masculine/neuter singular of der: the
Rolle der,647211,"roll, reel, spool","nominative masculine singular definite article, the"
aber man,647157,but; however; though,"one, you, they (indefinite pronoun, referring to people at large; construed as a third-person singular)"
was sollte,647055,what,inflection of sollen:
wie mit,647017,how,"with (in the company of, alongside)"
Schutz der,646975,protection,"nominative masculine singular definite article, the"
diesem Tag,646937,masculine/neuter dative singular of dieser,singular imperative of tagen
die rechte,646760,nominative/accusative singular feminine of der,right (right hand or side)
das Wissen,646725,nominative/accusative neuter singular of der: the,to know; to be aware of (a fact)
lass mich,646690,"powerless, tired, lazy, idle, sluggish, weak, weary, slack, limp; insufficiently diligent",accusative of ich: me
die Ecke,646601,nominative/accusative singular feminine of der,"corner, edge"
sind auf,646338,first-person plural present of sein,"[with dative] on, upon (positioned at the top of)"
das Telefon,646048,nominative/accusative neuter singular of der: the,telephone
im Übrigen,645912,"initialism of Inoffizieller Mitarbeiter / Inoffizielle Mitarbeiterin (“unofficial collaborator”), an informant in the German Democratic Republic who delivered private information to the Stasi.",inflection of übrig:
der Wagen,645839,"nominative masculine singular definite article, the",a wheeled vehicle for transporting anything
der man,645588,"nominative masculine singular definite article, the","one, you, they (indefinite pronoun, referring to people at large; construed as a third-person singular)"
gebracht werden,645581,past participle of bringen,"will, to be going to, forms the future tense"
das waren,645480,nominative/accusative neuter singular of der: the,first/third-person plural preterite of sein: were
habe keine,645427,inflection of haben:,feminine nominative/accusative of kein
mir schon,645348,"dative of ich: me, to me","already (happening rather early, continuing rather long)"
am anderen,645315,acronym of Anwendungsmanagement,inflection of anderer:
der Philosophie,645258,"nominative masculine singular definite article, the",philosophy (study of thought)
ob ein,645217,"Introduces an indirect question, a doubt. if, whether.",one
ihren Kopf,645021,inflection of ihr:,head
so wurde,644812,"so, such, that",first/third-person singular preterite of werden
sich ja,644811,"Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)",initialism of Junge Alternative für Deutschland.
und dazu,644652,and,"in addition to it, in addition, besides"
ich diese,644408,I (first person singular nominative (subject) pronoun),"nominative feminine singular of dieser; ""this"""
denken Sie,644334,to think,she; her
gegen einen,644270,against,accusative masculine singular of ein
eine einzige,644063,nominative/accusative feminine singular of ein,inflection of einzig:
auch nichts,643988,"also, too, as well (in addition to whatever or whoever has previously been listed)",nothing
Tag und,643710,singular imperative of tagen,and
wurde eine,643635,first/third-person singular preterite of werden,nominative/accusative feminine singular of ein
zu erfassen,643605,"to, towards (indicates directionality)","to grasp, to grip, to seize (with one's hands)"
mich aus,643563,accusative of ich: me,out
glaube nicht,643531,"belief, faith","not, non- (negates the meaning of a verb, adjective, or adverb)"
der Realität,643496,"nominative masculine singular definite article, the",reality (state of being real)
der Firma,643460,"nominative masculine singular definite article, the","A company, a business."
der Kaiser,643354,"nominative masculine singular definite article, the",emperor (ruler of certain monarchies; highest monarch)
einen Seite,642912,accusative masculine singular of ein,side (a bounding straight edge of a two-dimensional shape)
des eigenen,642898,genitive masculine/neuter singular of der: the,inflection of eigen:
in München,642818,"[with dative] in, inside, within, at (inside a building)","Munich (the capital and largest city of Bavaria, Germany)"
junge Mann,642753,boy,"man, male human being"
schon mit,642702,"already (happening rather early, continuing rather long)","with (in the company of, alongside)"
einer Stunde,642625,genitive/dative feminine singular of ein,hour (unit of time consisting of 60 minutes)
dass im,642510,that,"initialism of Inoffizieller Mitarbeiter / Inoffizielle Mitarbeiterin (“unofficial collaborator”), an informant in the German Democratic Republic who delivered private information to the Stasi."
vielleicht nicht,642456,"perhaps, maybe","not, non- (negates the meaning of a verb, adjective, or adverb)"
ihn als,642342,"accusative of er; him, it (masculine, direct object).","at (approximately) the same moment, when, while, as"
mich nach,642323,accusative of ich: me,"after, past (later in time)"
mich schon,642291,accusative of ich: me,"already (happening rather early, continuing rather long)"
seiten der,642284,"plural of Seite ""pages/sides""","nominative masculine singular definite article, the"
die Wahrscheinlichkeit,642187,nominative/accusative singular feminine of der,probability; likelihood
in sie,642075,"[with dative] in, inside, within, at (inside a building)",she; her
im Auge,642000,"initialism of Inoffizieller Mitarbeiter / Inoffizielle Mitarbeiterin (“unofficial collaborator”), an informant in the German Democratic Republic who delivered private information to the Stasi.",eye
